Sutra krama सू. क्र. सं,Akaaraadi krama अकारादि क्र. सं,Kaumudi krama कौमुदी क्र. सं,Sutra type सूत्रलक्षणम्‌,Term संज्ञा,Sutra text सूत्रम्‌,PadacCheda पद्च्छेदः
51028,159,1693,,,अध्यर्धपूर्वद्विगोर्लुगसंज्ञायाम् ।,अध्यर्धपूर्वद्विगोः ५/१ लुक् १/१ असंज्ञायाम् ७/१ 
51029,3186,1694,,,विभाषा कार्षापणसहस्राभ्याम् ।,विभाषा १/१ कार्षापणसहस्राभ्याम् ५/२
51030,1961,1695,,,द्वित्रिपूर्वान्निष्कात्‌ ।,द्वित्रिपूर्वात् ५/१ निष्कात् ५/१ 
51031,2625,1696,,,बिस्ताच्च ।,बिस्तात् ५/१ च ०/० 
51032,3151,1697,,,विंशतिकात्‌ खः ।,विंशतिकात् ५/१ खः १/१
51033,1254,1698,,,खार्या ईकन् ।,खार्याः ५/१ ईकन् १/१
51034,2267,1699,,,पणपादमाषशतादत्‌ ।,पणपादमाषशतात् ५/१ यत् १/१
51035,3385,1700,,,शाणाद्वा ।,शाणात् ५/१ वा ०/०
51036,1960,1701,,,द्वित्रिपूर्वादण् च ।,द्वित्रिपूर्वात् ५/१ अण् १/१ च ०/० 
51037,1781,1702,,,तेन क्रीतम् ।,तेन ३/१ क्रीतम् १/१
51038,1695,1704,,,तस्य निमित्तं संयोगोत्पातौ ।,तस्य ६/१ निमित्तम् १/१ संयोगोत्पातौ १/२
51039,1322,1705,,,गोद्व्यचोरसंख्यापरिमाणाश्वादेर्यत्‌ ।,गोद्‍व्यचः ५/१ असंख्यापरिमाणाश्वादेः ५/१ यत् १/१
51040,2385,1706,,,पुत्राच्छ च ।,पुत्रात् ५/१ छ (लुप्तप्रथमान्तनिर्देशः) च ०/० 
51041,3686,1707,,,सर्वभूमिपृथिवीभ्यामणञौ ।,सर्वभूमिपृथिवीभ्याम् ५/२ अणञौ १/२
51042,1709,1708,,,तस्येश्वरः ।,तस्य ६/१ इश्वरः १/१
51043,1619,1709,,,तत्र विदित इति च ।,तत्र ०/० विदितः १/१ इति ०/० च ०/० 
51044,3022,1710,,,लोकसर्वलोकाट्ठञ् ।,लोकसर्वलोकात् ५/१ ठञ् १/१
51045,1702,1711,,,तस्य वापः ।,तस्य ६/१ वापः १/१
51046,2351,1712,,,पात्रात् ष्ठन् ।,पात्रात् ५/१ ष्ठन् १/१
51047,1630,1713,,,तदस्मिन् वृद्ध्यायलाभशुल्कोपदा दीयते ।,तत् १/१ अस्मिन् ७/१ वृद्ध्यायलाभशुल्कोपदाः १/३ दीयते (क्रियापदम्)
51048,2414,1714,,,पूरणार्धाट्ठन् ।,पूरणार्धात् ५/१ ठन् १/१
51049,2659,1715,,,भागाद्यच्च ।,भागात् ५/१ यत् १/१ च ०/० 
51050,1647,1716,,,तद्धरति वहत्यावहति भाराद्वंशादिभ्यः ।,तद् २/१ हरति (क्रियापदम्) वहति (क्रियापदम्) आवहति (क्रियापदम्) भारात् ५/१ वंशादिभ्यः ५/३
51051,3095,1717,,,वस्नद्रव्याभ्यां ठन्कनौ ।,वस्नद्रव्याभ्याम् ५/२ ठन्कनौ १/२
51052,3668,1718,,,सम्भवत्यवहरति पचति ।,सम्भवति (क्रियापदम्) अवहरति (क्रियापदम्) पचति (क्रियापदम्) 
51053,493,1719,,,आढकाचितपात्रात्‌ खोऽन्यतरयाम् ।,आढकाचितपात्रात् ५/१ खः १/१ अन्यतरयाम् ७/१ 
51054,1949,1720,,,द्विगोष्ठंश्च ।,द्विगोः ५/१ ष्ठन् १/१ च ०/०
51055,1123,1721,,,कुलिजाल्लुक्खौ च ।,कुलिजात् ५/१ लुक्खौ १/२ च ०/० 
51056,3791,1722,,,सोऽस्यांशवस्नभृतयः ।,सः १/१ अस्य ६/१ अंशवस्नभृतयः १/३
51057,1637,1723,,,तदस्य परिमाणम् ।,तत् १/१ अस्य ६/१ परिमाणम् १/१
51058,3516,1724,,,संख्यायाः संज्ञासंघसूत्राध्ययनेषु ।,संख्यायाः ५/१ संज्ञासङ्‍घसूत्राध्ययनेषु ७/३ 
51059,2255,1725,,,पङ्क्तिविंशतित्रिंशत्चत्वारिंशत्पञ्चाशत्षष्टिसप्तत्यशीतिनवतिशतम् ।,पङ्‍क्तिविंशतित्रिंशच्चत्वारिंशत्पञ्चाशत्षष्टिसप्तत्यशीतिनवतिशतम् १/१
51060,2258,1726,,,पञ्चद्दशतौ वर्गे वा ।,पञ्चद्दशतौ १/२ वर्गे ७/१ वा ०/० 
51061,3605,3491,,,सप्तनोऽञ् छन्दसि ।,सप्तनः ५/१ अञ् १/१ छन्दसि ७/१ 
51062,1804,1727,,,त्रिंशच्चत्वारिंशतोर्ब्राह्मणे संज्ञायां डण् ।,त्रिंशच्चत्वारिंशतोः ६/२ ब्राह्मणे ७/१ संज्ञायाम् ७/१ डण् १/१
51063,1645,1728,,,तद् अर्हति ।,तत् २/१ अर्हति (क्रियापदम्)
51064,1475,1729,,,छेदादिभ्यो नित्यम् ।,छेदादिभ्यः ५/३ नित्यम् १/१
51065,3407,1730,,,शीर्षच्छेदाद्यच्च ।,शीर्षच्छेदात् ५/१ यत् १/१ च ०/० 
51066,1827,1731,,,दण्डादिभ्यः ।,दण्डादिभ्यः ५/३
51067,1443,3492,,,छन्दसि च ।,छन्दसि ७/१ च ०/० 
51068,2352,1732,,,पात्राद्घंश्च ।,पात्रात् ५१ घन् १/१ च ०/० 
51069,961,1733,,,कडङ्गरदक्षिणाच्छ च ।,कडङ्गरदक्षिणात् ५/१ छ (लुप्तप्रथमान्तनिर्देशः) च ०/० 
51070,3836,1734,,,स्थालीबिलात्‌ ।,स्थालीबिलात् ५/१
51071,2820,1735,,,यज्ञर्त्विग्भ्यां घखञौ ।,यज्ञर्त्विग्भ्याम् ५/२ घखञौ १/२
51072,2366,1736,,,पारायणतुरायणचान्द्रायणं वर्तयति ।,पारायणतुरायणचान्द्रायणम् २/१ वर्तयति (क्रियापदम्)
51073,3564,1737,,,संशयमापन्नः ।,संशयम् २/१ आपन्नः १/१
51074,2896,1738,,,योजनं गच्छति ।,योजनम् २/१ गच्छति (क्रियापदम्)
51075,2276,1739,,,पथः ष्कन् ।,पथः ५/१ ष्कन् १/१
51076,2295,1740,,,पन्थो ण नित्यम् ।,पन्थः ५/३ ण (लुप्तप्रथमान्तनिर्देशः) नित्यम् १/१
51077,714,1741,,,उत्तरपथेनाहृतं च ।,उत्तरपथेन ३/१ आहृतम् १/१ च ०/० 
51078,1066,1742,अधिकारः,,कालात्‌ ।,कालात् ५/१
51079,1785,1743,,,तेन निर्वृत्तम् ।,तेन ३/१ निर्वृत्तम् १/१
51080,1669,1744,,,तमधीष्टो भृतो भूतो भावी ।,तम् २/१ अधीष्टः १/१ भृतः १/१ भूतः १/१ भावी १/१
51081,2776,1745,,,मासाद्वयसि यत्खञौ ।,मासात् ५/१ वयसि ७/१ यत्खञौ १/२
51082,1946,1746,,,द्विगोर्यप्‌ ।,द्विगोः ५/१ यप् १/१
51083,3477,1747,,,षण्मासाण्ण्यच्च ।,षण्मासात् ५/१ ण्यत् १/१ च ०/० 
51084,383,1748,,,अवयसि ठंश्च ।,अवयसि ७/१ ठन् १/१ च ०/० 
51085,3638,1749,,,समायाः खः ।,समायाः ५/१ खः १/१
51086,1948,1750,,,द्विगोर्वा ।,द्विगोः ५/१ वा ०/०
51087,2930,1751,,,रात्र्यहस्संवत्सराच्च ।,रात्र्यहस्संवत्सरात् ५/१ च ०/० 
